epoch	loss	acc	val_loss	val_acc
0	4.411510114555244	0.03415915915915916	4.0268802234718395	0.08596096096096097
1	3.8506833626343324	0.10867117117117117	3.4822679382186754	0.1768018018018018
2	3.4218751610936344	0.18637387387387389	3.1149365665676356	0.23573573573573572
3	3.0503325254709512	0.2583521021021021	2.801235251240544	0.3171921921921922
4	2.7386595676611134	0.3230105105105105	2.5458457820766323	0.3614864864864865
5	2.447366215087272	0.37462462462462465	2.464660337379387	0.38926426426426425
6	2.2705444870768368	0.4143205705705706	2.2318865350774817	0.46096096096096095
7	2.0824083630387134	0.45983483483483484	2.035802837248679	0.49286786786786785
8	1.94108372801417	0.48939564564564564	2.028743651536134	0.5052552552552553
9	1.8098386246878821	0.5208333333333334	1.9112194329052716	0.5225225225225225
10	1.7138734943157918	0.5382882882882883	1.9090074683810856	0.5296546546546547
11	1.619975059419065	0.5625938438438438	1.7003238086585883	0.5882132132132132
12	1.5535705597909004	0.5779842342342343	1.7006409943282783	0.5844594594594594
13	1.483725971466786	0.5969406906906907	1.6293714970081776	0.6021021021021021
14	1.434781371473192	0.6052927927927928	1.648045160748937	0.5882132132132132
15	1.3850354847607311	0.6168355855855856	1.600246223243507	0.6051051051051051
16	1.3456857553473465	0.6298798798798799	1.6791080461966026	0.5957207207207207
17	1.283985453324991	0.6451764264264265	1.5534701519184284	0.6122372372372372
18	1.217535876118027	0.6558746246246246	1.5130175602686655	0.621996996996997
19	1.191300399489589	0.6654466966966966	1.5425173756596562	0.6238738738738738
20	1.1509647034667991	0.675487987987988	1.5193123556114174	0.6261261261261262
21	1.147569481585477	0.6721096096096096	1.4642895900451385	0.640015015015015
22	1.103435931800006	0.6852477477477478	1.4665965561394219	0.6355105105105106
23	1.0983268613213892	0.6883445945945946	1.4762387119971954	0.6381381381381381
24	1.0627300957659702	0.699512012012012	1.4794828018268666	0.6437687687687688
25	1.0434541741648953	0.7033596096096096	1.4596707448587045	0.6482732732732732
26	1.0202640186737966	0.7130255255255256	1.4082103158618595	0.6554054054054054
27	1.013685672580301	0.7118993993993994	1.4075776062928163	0.6595345345345346
28	0.9654502161630281	0.7173423423423423	1.4242046223030433	0.65503003003003
29	0.9287025234899722	0.7334834834834835	1.4608621812081553	0.6478978978978979
30	0.9497524084629597	0.7230668168168168	1.431061915628187	0.6587837837837838
31	0.9300160598647487	0.7330142642642643	1.4325014080729213	0.6497747747747747
32	0.9079066293912607	0.7396771771771772	1.4016899088839512	0.6636636636636637
33	0.89584169422721	0.7386448948948949	1.386083449329342	0.6644144144144144
34	0.8832937722449546	0.7472785285285285	1.4538546653839204	0.6572822822822822
35	0.8651711902281901	0.7478415915915916	1.4431031960266847	0.6666666666666666
36	0.8510266886101113	0.7560998498498499	1.3714163625562512	0.6726726726726727
37	0.8671632940704758	0.7493430930930931	1.4617645717239953	0.6463963963963963
