epoch	loss	acc	val_loss	val_acc
0	4.636670805069775	0.012224012129958361	4.607194710428311	0.01098901098901099
1	4.536827370892946	0.024542784045276444	4.398071509321877	0.043956043965572456
2	4.3250521290509	0.05060172462947988	4.272768046106973	0.057597574822014594
3	4.116870632965079	0.07296503364254736	3.9624746426708457	0.10193255019147272
4	3.891186286180175	0.10452004169995306	3.8394090552906412	0.1110269042065804
5	3.666391492872727	0.13616980945940865	3.398432371787114	0.1909814323268636
6	3.4525829054648915	0.1722732872649142	3.2860190099547784	0.21826449401927925
7	3.281393486052952	0.19918506586228593	3.2226896342927644	0.22508525985034408
8	3.1232128045259127	0.2318771913256519	3.348136723154465	0.2027283063855032
9	2.9637690749900845	0.2618212830545348	2.6987555598887405	0.3319439179701261
10	2.835688831297174	0.2908177769863017	2.6671586081854275	0.3391436152541308
11	2.693825268377165	0.315644840465319	2.8836275115524472	0.27965138265923056
12	2.5818912953796356	0.3396190656854746	2.427209398971448	0.3853732473744547
13	2.46363560963409	0.36207713447825374	2.507823605120024	0.37324744246140623
14	2.345168746750151	0.39334786306520575	2.3006521519859344	0.42402425286398554
15	2.2733451185729803	0.41002558496092595	2.205986551643999	0.4444865479799959
16	2.185363020115663	0.4230076754747223	2.1608905709119584	0.4516862448913304
17	2.08474992894679	0.4474557001060031	2.067584950258082	0.46760136457093066
18	2.034177307109748	0.454846962926332	2.029500916944665	0.48616900382822503
19	1.9987886557248737	0.46801857293742216	2.0407902828533118	0.47669571886554096
20	1.910328915432529	0.48374869710945195	2.110887419594739	0.4706328159347092
21	1.8412227042306715	0.5086705202086214	1.887524724322858	0.5259568020899037
22	1.8144199063537765	0.5128399508661154	1.7716573961036772	0.5600606298166588
23	1.7895868061662659	0.5197574150547601	1.9449786410814165	0.530503980722243
24	1.7495626452341244	0.5291386335865079	1.874523156337008	0.5331564983123629
25	1.7254510109180365	0.5326447457168313	1.8038199058126527	0.5452823029092064
26	1.684005564901373	0.5424997628407264	1.6942266232590641	0.572944297669466
27	1.6334296141847393	0.5566189707675433	1.7933677925490754	0.558165973065793
28	1.5975252549862689	0.5672320667730173	1.7788487563489197	0.5524820007126907
29	1.589381779594624	0.5674215863380886	1.8090338069591254	0.5524820003964857
30	1.5506691953802203	0.5794560789474545	1.6775936435325076	0.5786282672896536
31	1.5298802788919785	0.5858049842686176	1.7460338516911127	0.56877605085709
32	1.5066159239857273	0.585425945048105	1.8005824566971582	0.5456612367393303
33	1.4989646059477442	0.5880792192810465	1.8389778635907508	0.5331564983123629
34	1.475914425379087	0.5950914431350283	2.1435489869108704	0.5035998482693321
35	1.4819870783934082	0.5931014874687943	1.571290032616977	0.6123531643483349
36	1.4481692893984284	0.6020089074422835	1.6381915028956227	0.5934065932484909
37	1.4325230815992822	0.6125272434604775	1.6082146839464917	0.599469496292253
38	1.418498648610328	0.6111058465487628	1.56919019784201	0.6157635477014725
39	1.385005272734982	0.6153700371822407	1.581436313928732	0.6108374393270882
40	1.3900324795287469	0.6191604281786685	1.7377886347537603	0.5589238347407316
41	1.3625552159942609	0.6264569317855101	1.5818292842574444	0.6040166732532231
42	1.37546980666807	0.62115038364157	1.658214141718137	0.5990905648788388
43	1.3345399169597447	0.6227613001268283	1.5952711978072514	0.6131110257070685
44	1.3057346758114539	0.6385861840517411	1.5086702093476372	0.6267525586904834
45	1.3295245335970312	0.6331848764062594	1.5908050343320874	0.6078059877035699
46	1.2866831042241746	0.6391547425916316	1.5027354333652787	0.6343311854906721
47	1.2905477016647426	0.6454088886145855	1.6925198775703774	0.5877226231088237
48	1.2978912198372976	0.6396285415904438	1.6306548392786226	0.6006062908487005
49	1.2820176238710028	0.6465460058638104	1.5829457039632504	0.6184160663305516
50	1.2781040289046628	0.646356486295915	1.5198288107514608	0.6309208048704493
51	1.2804915763682736	0.6470198046592901	1.5842043293746595	0.6127320970265691
52	1.262208366150044	0.6512839952984162	1.5245504044095148	0.6252368314558017
53	1.3014945434550251	0.643797972163216	1.6347518989921475	0.6006062905324956
54	1.2630507747313429	0.6546953473228487	1.4914168820050504	0.6328154601532205
55	1.2523494910642592	0.6539372690060823	1.4707945315573152	0.6547934832831321
56	1.2271516873781618	0.6603809343992472	1.605734780052477	0.6047745367124615
57	1.2287552973720957	0.6612337726581089	1.520871860775906	0.6343311861230823
58	1.2527762537351392	0.6536529895356286	1.3953691992447113	0.660856386530169
59	1.2279539350241968	0.6548848668060223	1.6648841456691168	0.6078059864387497
60	1.2528308086301279	0.6533687105452654	1.4425279823113861	0.6631299735425593
61	1.216599158051002	0.664645124755967	1.6558988860449406	0.6093217125215419
62	1.2061862701557715	0.6642660852982333	1.5584081279007311	0.6430466089478132
63	1.210229136814362	0.6678669573706518	1.5631304677122693	0.6464569916685408
64	1.214491169203924	0.6675826781374193	1.495817963938769	0.6400151558562001
65	1.2173513383828305	0.6679617170698776	1.4541713285283546	0.6487305800360954
66	1.2161669797675028	0.6681512366434211	1.5748779400138522	0.6392572941812614
67	1.2072628925821063	0.6684355161138748	1.5869355621370416	0.6312997344995638
68	1.1878034466760912	0.6706149909865243	1.4647287526515542	0.6638878357369776
69	1.2151193968732132	0.6684355159952642	1.4986617460807374	0.644183401719961
70	1.1836952572579205	0.6776272150381903	1.448187923738567	0.6528988250641716
71	1.1976463080220658	0.6744053824630426	1.5404226012463007	0.629405077432493
72	1.1813506622128291	0.6771534162370625	1.5174618991047382	0.6422887460080544
73	1.190287714505844	0.6762058184032337	1.4794428294334687	0.640394088105299
74	1.1992831007627518	0.6783852932306982	1.6805948281026148	0.6134899592209874
75	1.1941022686988587	0.6719416280013288	1.5179890434414025	0.6517620308239291
76	1.1880194164052187	0.675068701069287	1.5690838432348149	0.6335733247643486
77	1.200668694509168	0.6699516725384272	1.4022929385648888	0.6703296710298385
78	1.1584833958900609	0.6827442434899764	1.4665193098338547	0.6502463053735471
79	1.1939959506858393	0.6740263430053087	1.4664201258077185	0.6582038666362697
80	1.1761419536106554	0.6793328911407767	1.4842465566206537	0.6381205010929086
81	1.159729518077503	0.6804700085170843	1.4768469419475756	0.6403940886247786
82	1.1655287036147488	0.6801857290409825	1.3991858099120364	0.6665403562632868
83	1.1787777544028113	0.6835970813026363	1.4253711571247119	0.6597195910251064
84	1.1803305890676954	0.6802804890282627	1.4268545074957977	0.6646456988800109
85	1.1611371135232709	0.6868189140811166	1.5565844182942843	0.6415308836103615
86	1.1618479409963838	0.6875769921889026	1.798522106848598	0.5816597192293769
87	1.1909011920842922	0.6753529803025194	1.4400388603636873	0.6608563850620742
88	1.1917256501504259	0.6771534161184519	1.4287686387712912	0.6642667653660921
89	1.1936172504035554	0.6736473040728505	1.4462599764271369	0.6703296718655233
90	1.1716248147534858	0.6783852929878289	1.5302461591260186	0.627889352614521
91	1.1929191978895233	0.6767743769374762	1.4274059258522793	0.666161423381778
92	1.1543045757981054	0.6836918410470472	1.4074849474380395	0.668435011862263
93	1.1821909197515688	0.6794276512551396	1.4642467448186496	0.6555513444385912
94	1.1811425222058687	0.6817966453342046	1.5530100149745154	0.6438044711422315
95	1.1585840788043913	0.6860608359281456	1.4714573773528283	0.6672982185706355
96	1.1771326940296658	0.684260399874992	1.494593465359837	0.6528988250641716
97	1.143930366499485	0.688050791108641	1.5688824150407799	0.6324365279041216
98	1.144620925614498	0.6855870367711859	1.463287618134048	0.6650246299772201
99	1.203945424650943	0.6731735053903332	1.4636311855402893	0.6483516472675169
100	1.179735051188256	0.6873874728638765	1.3655613612929904	0.681697611331759
101	1.1599398392428157	0.6885245900283795	1.570097618818554	0.6392572953331511
102	1.1545677027475956	0.6882403110380163	1.5108894241176893	0.6434255395255427
103	1.1785095738741072	0.6808490474495427	1.4188118922796247	0.6642667671503918
104	1.1664201749237546	0.6852079977144689	1.572700637901945	0.642667677534399
105	1.1974833497365798	0.6820809251266012	1.4802613918326848	0.6593406595213479
106	1.1565669313444522	0.692409741452641	1.6891276059886098	0.6263736264413846
107	1.1698468764178687	0.6830285225650614	1.5127375805725787	0.6676771487192297
108	1.1872044108235462	0.6859660760651242	1.5090040617614318	0.6521409610854536
109	1.1440640802486444	0.692883540214232	1.52854920829413	0.6665403559470818
110	1.185352627218679	0.6839761206417595	1.4222174224730648	0.671466463689056
111	1.166648691552042	0.6854922773035332	1.5797721297960472	0.6316786667486627
112	1.1695323794823196	0.6840708801037642	1.5266811682356718	0.6604774521805654
113	1.1669199760633657	0.6905145457736872	1.625054740508247	0.6263736246570849
114	1.1691501465079164	0.685966075827903	1.5035078630342589	0.6525198934474828
115	1.1895842520555568	0.6786695725825412	1.4674044992490987	0.6555513467423706
116	1.1815872947198005	0.6884298304873011	1.5649097171323052	0.6415308841298412
117	1.1750985445551971	0.6900407465771907	1.4456889908076145	0.6718453945829905
118	1.1811090833732079	0.6846394391689302	1.4452912021017563	0.6612353173111731
119	1.1729175085412782	0.6827442434560876	1.4783281849026002	0.6600985212866308
120	1.1917475050776465	0.6887141097600704	1.756311427376947	0.6146267525126149
121	1.1735074394722746	0.6875769923131613	1.4957012649104648	0.6544145513502383
122	1.1648642084310035	0.6876717521761827	1.5600066397758359	0.6381204981567192
123	1.2016106734487735	0.6875769923131613	1.4261567799509272	0.6775293675685028
124	1.208831689871285	0.6784800530937196	1.5673371597238002	0.6392572948136714
125	1.1657012929105763	0.6952525346095919	1.5327848071806265	0.6438044720908466
126	1.2157809225448577	0.675163460412681	1.553299683339219	0.6472148530272743
127	1.19411856292447	0.6840708803466334	1.5305472929941157	0.6343311843387824
128	1.2281385068700041	0.6832180421329568	1.6613629924478563	0.6153846166042632
129	1.1997216127274173	0.6827442434504395	1.5035607482321833	0.6570670704084529
130	1.1984491414688532	0.6836918413294533	1.4508080096712797	0.6691928756377064
131	1.2029406494137733	0.6822704444120905	1.4842079855719044	0.6589617268431137
132	1.2292019898412714	0.6752582205581087	1.4611039955356708	0.652898824544692
133	1.198191636966256	0.6790486120402751	1.6246295033101106	0.6366047742873622
134	1.1802997414923206	0.6853975171581056	1.654400847634839	0.6233421739821815
135	1.2214140521737848	0.6798066900294505	1.4124263124783953	0.6699507384645347
136	1.184632148447166	0.6868189141206534	1.5420557779541246	0.6642667672633221
137	1.2189847613515126	0.6812280867491289	1.8126063994179624	0.6153846153394432
138	1.2074530713424676	0.6838813608521637	1.8277370175343204	0.5744600233231227
139	1.1955443932288723	0.6830285227232089	1.5832236514664275	0.6350890493790459
140	1.2089326826416575	0.6811333270781438	1.458781556859076	0.668435012178468
141	1.26472879761397	0.670709750770472	1.4096677981799821	0.6835922699798549
142	1.2136594917066377	0.680754287942353	1.523357762853139	0.6362258417220583
143	1.186145266729272	0.688240310795147	1.5129773262641157	0.6407730213030128
